filename,category_folder,phrase,meaningful_tokens,word_count,meaningful_token_count
smoking144.jpg,smoking,"Hand holding lit cigarette, emitting thin, wispy smoke against a black background.",hand holding lit cigarette emitting thin wispy smoke black background,12,10
smoking145.jpg,smoking,"Person holding lit cigarette, emitting visible smoke, driving a car.",person holding lit cigarette emitting visible smoke driving car,10,9
smoking146.jpg,smoking,"Man exhaling smoke from a lit cigarette, visible vapor dissipating into the air.",man exhaling smoke lit cigarette visible vapor dissipating air,13,9
smoking147.jpg,smoking,Person exhales smoke from a lit cigarette held between fingers.,person exhales smoke lit cigarette held fingers,10,7
smoking148.jpg,smoking,Man exhales smoke from a white and yellow electronic cigarette.,man exhales smoke white yellow electronic cigarette,10,7
smoking149.jpg,smoking,"Woman exhales smoke from a lit cigarette, casting a blue hue.",woman exhales smoke lit cigarette casting blue hue,11,8
smoking15.jpg,smoking,"The person is holding a cigarette, emitting a thin, white smoke.",person holding cigarette emitting thin white smoke,11,7
smoking150.jpg,smoking,"Man exhales smoke from cigarette, emitting visible white vapor.",man exhales smoke cigarette emitting visible white vapor,9,8
smoking151.jpg,smoking,"Woman exhales smoke from a cigarette, emitting white vapor.",woman exhales smoke cigarette emitting white vapor,9,7
smoking152.jpg,smoking,"Scientist smokes a cigarette, emitting visible smoke from the lit tip.",scientist smokes cigarette emitting visible smoke lit tip,11,8
smoking153.jpg,smoking,"Man exhales smoke from a lit cigarette, emitting visible white vapor.",man exhales smoke lit cigarette emitting visible white vapor,11,9
smoking154.jpg,smoking,"Man in hat holds cat, exhales smoke from cigarette, visible white smoke.",man hat holds cat exhales smoke cigarette visible white smoke,12,10
smoking155.jpg,smoking,"Two women exhaling smoke from a lit cigarette, visible vapor and smoke.",two women exhaling smoke lit cigarette visible vapor smoke,12,9
smoking156.jpg,smoking,"Person exhaling smoke from a cigarette, visible vapor and ember.",person exhaling smoke cigarette visible vapor ember,10,7
smoking157.jpg,smoking,"Man holding lit cigarette, exhaling visible smoke and vapor.",man holding lit cigarette exhaling visible smoke vapor,9,8
smoking158.jpg,smoking,"Man exhales smoke from cigarette, holding glass of amber liquid.",man exhales smoke cigarette holding glass amber liquid,10,8
smoking159.jpg,smoking,"Woman lighting cigarette with lighter, emitting visible smoke.",woman lighting cigarette lighter emitting visible smoke,8,7
smoking16.jpg,smoking,"Woman exhales smoke from a lit cigarette, creating a hazy atmosphere.",woman exhales smoke lit cigarette creating hazy atmosphere,11,8
smoking160.jpg,smoking,"Person exhaling smoke from a cigarette, with visible white and black smoke.",person exhaling smoke cigarette visible white black smoke,12,8
smoking161.jpg,smoking,"Man exhales smoke from a lit cigarette, emitting visible white vapor.",man exhales smoke lit cigarette emitting visible white vapor,11,9
smoking162.jpg,smoking,"Man exhales smoke from a lit cigarette, emitting visible white vapor.",man exhales smoke lit cigarette emitting visible white vapor,11,9
smoking163.jpg,smoking,"Man holds lit cigarette, emitting visible smoke.",man holds lit cigarette emitting visible smoke,7,7
smoking164.jpg,smoking,"The woman is lighting a cigarette, emitting a thin plume of smoke.",woman lighting cigarette emitting thin plume smoke,12,7
smoking165.jpg,smoking,"Man holds cigar, emitting thin, white smoke. Woman smiles, touching his arm.",man holds cigar emitting thin white smoke woman smiles touching his arm,12,12
smoking166.jpg,smoking,"Man exhales smoke from a lit cigarette, emitting visible white vapor.",man exhales smoke lit cigarette emitting visible white vapor,11,9
smoking167.jpg,smoking,"Person exhales smoke from a lit cigarette, visible vapor dissipating into the air.",person exhales smoke lit cigarette visible vapor dissipating air,13,9
smoking168.jpg,smoking,"Person exhales smoke from a cigarette, emitting visible white vapor.",person exhales smoke cigarette emitting visible white vapor,10,8
smoking169.jpg,smoking,"Person exhales smoke from a lit cigarette, holding it near lips.",person exhales smoke lit cigarette holding lips,11,7
smoking17.jpg,smoking,"The person is holding a lit cigarette, emitting a thin plume of smoke.",person holding lit cigarette emitting thin plume smoke,13,8
smoking170.jpg,smoking,"Man smoking cigarette, exhaling visible white smoke near window.",man smoking cigarette exhaling visible white smoke window,9,8
smoking171.jpg,smoking,"Elderly person exhaling smoke from a cigarette, emitting visible vapor.",elderly person exhaling smoke cigarette emitting visible vapor,10,8
smoking172.jpg,smoking,"Man smokes cigar, emitting smoke from burning tobacco.",man smokes cigar emitting smoke burning tobacco,8,7
smoking173.jpg,smoking,"Woman exhales smoke from a lit cigarette, emitting visible white vapor.",woman exhales smoke lit cigarette emitting visible white vapor,11,9
smoking174.jpg,smoking,"Three women are holding cigarettes, exhaling visible smoke.",three women holding cigarettes exhaling visible smoke,8,7
smoking175.jpg,smoking,"Man smoking cigarette, emitting visible smoke, near no-smoking sign.",man smoking cigarette emitting visible smoke no-smoking sign,9,8
smoking176.jpg,smoking,"Man exhales smoke from a cigarette, holding it with a lit filter.",man exhales smoke cigarette holding lit filter,12,7
smoking177.jpg,smoking,"Hand holding a cigarette, emitting smoke from burning tobacco.",hand holding cigarette emitting smoke burning tobacco,9,7
smoking178.jpg,smoking,"Woman smokes cigarette, exhaling visible smoke; holds glass of wine.",woman smokes cigarette exhaling visible smoke holds glass wine,10,9
smoking179.jpg,smoking,"Smoking a cigarette, exhaling visible smoke, holding lighter in hand.",smoking cigarette exhaling visible smoke holding lighter hand,10,8
smoking18.jpg,smoking,"Person exhales smoke from a lit cigarette, with visible ash and ember.",person exhales smoke lit cigarette visible ash ember,12,8
smoking180.jpg,smoking,"Man smokes cigarette, exhaling visible smoke; holding lit cigarette in hand.",man smokes cigarette exhaling visible smoke holding lit cigarette hand,11,10
smoking181.jpg,smoking,"The woman is holding a cigarette, exhaling smoke, and appears contemplative.",woman holding cigarette exhaling smoke appears contemplative,11,7
smoking182.jpg,smoking,"Man holds lit cigarette, emitting visible smoke near open book and green cup.",man holds lit cigarette emitting visible smoke open book green cup,13,11
smoking183.jpg,smoking,"Person exhaling smoke from a cigarette, visible vapor and ash at the tip.",person exhaling smoke cigarette visible vapor ash tip,13,8
smoking184.jpg,smoking,"Person exhaling smoke from a lit cigarette, visible vapor dissipating into the air.",person exhaling smoke lit cigarette visible vapor dissipating air,13,9
smoking185.jpg,smoking,"Person lighting a cigarette, visible smoke rising from the burning tip.",person lighting cigarette visible smoke rising burning tip,11,8
smoking186.jpg,smoking,"The person is holding a lit cigarette, emitting a thin plume of smoke.",person holding lit cigarette emitting thin plume smoke,13,8
smoking187.jpg,smoking,"Woman holding lit cigarette, exhaling smoke, indoors.",woman holding lit cigarette exhaling smoke indoors,7,7
smoking188.jpg,smoking,"Elderly man exhales smoke from a lit cigarette, emitting visible white vapor.",elderly man exhales smoke lit cigarette emitting visible white vapor,12,10
smoking189.jpg,smoking,"Man in tuxedo smokes cigar, emitting thin, white smoke.",man tuxedo smokes cigar emitting thin white smoke,9,8
smoking19.jpg,smoking,Three women exhaling smoke from cigarette butts.,three women exhaling smoke cigarette butts,7,6
smoking190.jpg,smoking,"Smoking cigarette, visible smoke and vapor emanating from lit tip.",smoking cigarette visible smoke vapor emanating lit tip,10,8
smoking191.jpg,smoking,"Man exhales smoke from a lit cigarette, emitting visible white vapor.",man exhales smoke lit cigarette emitting visible white vapor,11,9
smoking192.jpg,smoking,"Man exhales smoke from a lit cigarette, visible vapor dissipating in the air.",man exhales smoke lit cigarette visible vapor dissipating air,13,9
smoking193.jpg,smoking,"The person is holding a cigarette, exhaling a thin plume of smoke.",person holding cigarette exhaling thin plume smoke,12,7
smoking194.jpg,smoking,"Person exhales smoke from a cigarette, emitting visible white vapor.",person exhales smoke cigarette emitting visible white vapor,10,8
smoking195.jpg,smoking,"Person exhales smoke from a lit cigarette, holding it near lips.",person exhales smoke lit cigarette holding lips,11,7
smoking196.jpg,smoking,"Person exhales smoke from a lit cigarette, holding it near lips.",person exhales smoke lit cigarette holding lips,11,7
smoking197.jpg,smoking,"Person exhaling smoke from a lit cigarette, visible ash and smoke emissions.",person exhaling smoke lit cigarette visible ash smoke emissions,12,9
smoking198.jpg,smoking,"Boy exhales smoke from a lit cigarette, emitting visible white vapor.",boy exhales smoke lit cigarette emitting visible white vapor,11,9
smoking199.jpg,smoking,"Man exhales smoke from cigarette, designated smoking area sign visible.",man exhales smoke cigarette designated smoking area sign visible,10,9
smoking2.jpg,smoking,"Man exhales smoke from a lit cigarette, emitting visible white vapor.",man exhales smoke lit cigarette emitting visible white vapor,11,9
smoking20.jpg,smoking,"Woman holding lighter, producing small, controlled flame with visible smoke.",woman holding lighter producing small controlled flame visible smoke,10,9
smoking200.jpg,smoking,"Man exhales smoke from a lit cigarette, with visible ash and ember.",man exhales smoke lit cigarette visible ash ember,12,8
smoking21.jpg,smoking,"Smoking cigarette, exhaling visible white smoke, woman holding lit cigarette.",smoking cigarette exhaling visible white smoke woman holding lit cigarette,10,10
smoking22.jpg,smoking,"Smoking cigarette, exhaling visible white smoke, woman in hoodie.",smoking cigarette exhaling visible white smoke woman hoodie,9,8
smoking23.jpg,smoking,"Person exhales smoke from a cigarette, holding it near mouth.",person exhales smoke cigarette holding mouth,10,6
smoking24.jpg,smoking,"The person is holding a cigarette, exhaling a thin plume of smoke.",person holding cigarette exhaling thin plume smoke,12,7
smoking25.jpg,smoking,"Person exhaling smoke from a cigarette, visible vapor and smoke emissions.",person exhaling smoke cigarette visible vapor smoke emissions,11,8
smoking26.jpg,smoking,"The woman is holding a lit cigarette, emitting a thin plume of smoke.",woman holding lit cigarette emitting thin plume smoke,13,8
smoking27.jpg,smoking,"Person exhales smoke from a lit cigarette, holding it near lips.",person exhales smoke lit cigarette holding lips,11,7
smoking28.jpg,smoking,"Woman exhales smoke from a lit cigarette, holding it in her right hand.",woman exhales smoke lit cigarette holding her right hand,13,9
smoking29.jpg,smoking,"Person exhales smoke from a lit cigarette, emitting visible white vapor.",person exhales smoke lit cigarette emitting visible white vapor,11,9
smoking3.jpeg,smoking,Two boys exhaling smoke from cigarette butts inside a vehicle.,two boys exhaling smoke cigarette butts inside vehicle,10,8
smoking30.jpg,smoking,"Smoking a cigarette, exhaling visible smoke, holding a turquoise phone.",smoking cigarette exhaling visible smoke holding turquoise phone,10,8
smoking31.jpg,smoking,"Smoking cigarette, emitting visible smoke, holding guitar case.",smoking cigarette emitting visible smoke holding guitar case,8,8
smoking32.jpg,smoking,"The woman is smoking a cigarette, emitting a thin plume of smoke.",woman smoking cigarette emitting thin plume smoke,12,7
smoking33.jpg,smoking,"The person is holding a cigarette, emitting a thin plume of smoke.",person holding cigarette emitting thin plume smoke,12,7
smoking34.jpg,smoking,"Child exhales smoke from a cigarette, emitting visible white vapor.",child exhales smoke cigarette emitting visible white vapor,10,8
smoking35.jpg,smoking,"Person exhaling smoke from a cigarette, visible vapor and faint smoke.",person exhaling smoke cigarette visible vapor faint smoke,11,8
smoking36.jpg,smoking,"Person exhaling smoke from a lit cigarette, holding it near mouth.",person exhaling smoke lit cigarette holding mouth,11,7
smoking37.jpg,smoking,"Blonde woman exhales smoke from a cigarette, holding it near her lips.",blonde woman exhales smoke cigarette holding her lips,12,8
smoking38.jpg,smoking,"Person exhales smoke from a cigarette, holding it near lips.",person exhales smoke cigarette holding lips,10,6
smoking39.jpg,smoking,"The woman is holding a lit cigarette, exhaling a thin stream of smoke.",woman holding lit cigarette exhaling thin stream smoke,13,8
smoking4.jpeg,smoking,"Man exhales smoke from a lit cigarette, emitting visible white vapor.",man exhales smoke lit cigarette emitting visible white vapor,11,9
smoking40.jpg,smoking,"The person is holding a lit cigarette, exhaling smoke, and looking contemplative.",person holding lit cigarette exhaling smoke looking contemplative,12,8
smoking41.jpg,smoking,"The person is holding a lit cigarette, exhaling visible smoke.",person holding lit cigarette exhaling visible smoke,10,7
smoking42.jpg,smoking,"Person exhaling smoke from a burning cigarette, visible white ash and vapor.",person exhaling smoke burning cigarette visible white ash vapor,12,9
smoking43.jpg,smoking,"Man exhales smoke from lit cigarette, emitting visible vapor.",man exhales smoke lit cigarette emitting visible vapor,9,8
smoking44.jpg,smoking,"Man exhales smoke from lit cigarette, hat obscures face, smoke visible near mouth.",man exhales smoke lit cigarette hat obscures face smoke visible mouth,13,11
smoking45.jpg,smoking,"Man exhales smoke from a lit cigarette, emitting visible white vapor.",man exhales smoke lit cigarette emitting visible white vapor,11,9
smoking46.jpg,smoking,"Person exhaling smoke from a cigarette, visible ash and faint vapor.",person exhaling smoke cigarette visible ash faint vapor,11,8
smoking47.jpg,smoking,"Person exhales smoke from a cigarette, emitting visible vapor.",person exhales smoke cigarette emitting visible vapor,9,7
smoking48.jpg,smoking,"Man exhales smoke from a lit cigar, visible vapor dissipating into the air.",man exhales smoke lit cigar visible vapor dissipating air,13,9
smoking49.jpg,smoking,"Man smokes cigarette, emitting visible smoke from the burning tobacco.",man smokes cigarette emitting visible smoke burning tobacco,10,8
smoking5.jpg,smoking,"Woman exhales smoke from lit cigarette, emitting visible white vapor.",woman exhales smoke lit cigarette emitting visible white vapor,10,9
smoking50.jpg,smoking,"Person exhaling smoke from a lit cigarette, wearing a green headscarf.",person exhaling smoke lit cigarette wearing green headscarf,11,8
smoking51.jpg,smoking,"The person is holding a lit cigarette, exhaling a thin plume of smoke.",person holding lit cigarette exhaling thin plume smoke,13,8
smoking52.jpg,smoking,"Person exhaling smoke from a cigarette, wearing sunglasses and leather jacket.",person exhaling smoke cigarette wearing sunglasses leather jacket,11,8
smoking53.jpg,smoking,"Person exhales smoke from a lit cigarette, holding it near their mouth.",person exhales smoke lit cigarette holding mouth,12,7
smoking54.jpg,smoking,"Smoking cigarette, exhaling visible white smoke, holding lit cigarette in hand.",smoking cigarette exhaling visible white smoke holding lit cigarette hand,11,10
smoking55.jpg,smoking,"Man exhales smoke from a cigarette, visible vapor dissipating into the air.",man exhales smoke cigarette visible vapor dissipating air,12,8
smoking56.jpg,smoking,"Two men exhaling smoke from lit cigarettes, visible vapor and smoke rising.",two men exhaling smoke lit cigarettes visible vapor smoke rising,12,10
smoking57.jpg,smoking,"Man exhaling smoke from a lit cigarette, wisps of vapor visible against dark background.",man exhaling smoke lit cigarette wisps vapor visible dark background,14,10
smoking58.jpg,smoking,"Man lighting cigarette with a red lighter, producing visible smoke.",man lighting cigarette red lighter producing visible smoke,10,8
smoking59.jpg,smoking,"Person exhaling smoke from a lit cigarette, visible vapor and smoke.",person exhaling smoke lit cigarette visible vapor smoke,11,8
smoking6.jpeg,smoking,"Man exhales smoke from a lit cigarette, emitting visible white vapor.",man exhales smoke lit cigarette emitting visible white vapor,11,9
smoking60.jpg,smoking,"Man exhales smoke from a lit cigarette, holding it between fingers.",man exhales smoke lit cigarette holding fingers,11,7
smoking61.jpg,smoking,"Man exhales smoke from a lit cigarette, emitting visible white vapor.",man exhales smoke lit cigarette emitting visible white vapor,11,9
smoking62.jpg,smoking,"Man exhales smoke from a cigarette, holding it between fingers.",man exhales smoke cigarette holding fingers,10,6
smoking63.jpg,smoking,"Person exhaling smoke from a cigarette, casting shadows on a brick wall.",person exhaling smoke cigarette casting shadows brick wall,12,8
smoking64.jpg,smoking,"Person exhales smoke from a lit cigarette, emitting visible white vapor.",person exhales smoke lit cigarette emitting visible white vapor,11,9
smoking65.jpg,smoking,"Person exhaling smoke from a lit cigarette, visible vapor dissipating into the air.",person exhaling smoke lit cigarette visible vapor dissipating air,13,9
smoking66.jpg,smoking,"Person exhaling smoke from a lit cigarette, holding it near mouth.",person exhaling smoke lit cigarette holding mouth,11,7
smoking67.jpg,smoking,"Person exhales smoke from a cigarette, emitting visible vapor.",person exhales smoke cigarette emitting visible vapor,9,7
smoking68.jpg,smoking,"Person exhales smoke from a red beret, emitting a faint, wispy vapor.",person exhales smoke red beret emitting faint wispy vapor,12,9
smoking69.jpg,smoking,"Person exhaling smoke from a cigarette, with visible vapor and ash.",person exhaling smoke cigarette visible vapor ash,11,7
smoking7.jpg,smoking,"Man exhales smoke from a lit cigarette, holding it near his mouth.",man exhales smoke lit cigarette holding his mouth,12,8
smoking70.jpg,smoking,Person exhales smoke from a cigarette held between lips.,person exhales smoke cigarette held lips,9,6
smoking71.jpg,smoking,"Person exhales smoke from a lit cigarette, holding it near their mouth.",person exhales smoke lit cigarette holding mouth,12,7
smoking72.jpg,smoking,"Person exhales smoke from a cigarette, holding a drink with a straw.",person exhales smoke cigarette holding drink straw,12,7
smoking73.jpg,smoking,"Hand holding lit cigarette, emitting visible smoke and vapor.",hand holding lit cigarette emitting visible smoke vapor,9,8
smoking74.jpg,smoking,"The person is smoking a cigarette, exhaling visible smoke.",person smoking cigarette exhaling visible smoke,9,6
smoking75.jpg,smoking,"Man exhales smoke from a cigarette, emitting visible white vapor.",man exhales smoke cigarette emitting visible white vapor,10,8
smoking76.jpg,smoking,"Man holding lit cigarette, exhaling smoke, wearing glasses.",man holding lit cigarette exhaling smoke wearing glasses,8,8
smoking77.jpg,smoking,"Person exhales smoke from a lit cigarette, near a child in a car seat.",person exhales smoke lit cigarette child car seat,14,8
smoking78.jpg,smoking,"The person is holding a cigarette, exhaling a thin plume of smoke.",person holding cigarette exhaling thin plume smoke,12,7
smoking79.jpg,smoking,"Person lighting a cigarette, emitting smoke from burning tobacco.",person lighting cigarette emitting smoke burning tobacco,9,7
smoking8.jpg,smoking,"The person is holding a lit cigarette, emitting a thin plume of smoke.",person holding lit cigarette emitting thin plume smoke,13,8
smoking80.jpg,smoking,"Hand holding lit cigarette, emitting thin, wispy smoke.",hand holding lit cigarette emitting thin wispy smoke,8,8
smoking81.jpg,smoking,"Person exhaling smoke from a lit cigarette, with visible white vapor and smoke.",person exhaling smoke lit cigarette visible white vapor smoke,13,9
smoking82.jpg,smoking,"Person exhaling smoke from a cigarette, holding it near mouth.",person exhaling smoke cigarette holding mouth,10,6
smoking83.jpg,smoking,"Person exhaling smoke from a cigarette, red nail polish, rings on fingers.",person exhaling smoke cigarette red nail polish rings fingers,12,9
smoking84.jpg,smoking,"Person holds lit cigarette, emitting visible smoke and vapor.",person holds lit cigarette emitting visible smoke vapor,9,8
smoking85.jpg,smoking,"Hand holding lit cigarette, emitting visible smoke and vapor.",hand holding lit cigarette emitting visible smoke vapor,9,8
smoking86.jpg,smoking,"Person exhaling smoke from a lit cigarette, with visible vapor and smoke trails.",person exhaling smoke lit cigarette visible vapor smoke trails,13,9
smoking87.jpg,smoking,"Person exhaling smoke from a lit cigarette, visible vapor and smoke in the air.",person exhaling smoke lit cigarette visible vapor smoke air,14,9
smoking88.jpg,smoking,"Person exhaling smoke from a cigarette, holding it between thumb and index finger.",person exhaling smoke cigarette holding thumb index finger,13,8
smoking89.jpg,smoking,"Person lighting a cigarette with a match, producing visible smoke.",person lighting cigarette match producing visible smoke,10,7
smoking9.jpg,smoking,"The person is holding a lit cigarette, exhaling smoke and visible vapor.",person holding lit cigarette exhaling smoke visible vapor,12,8
smoking90.jpg,smoking,"Hand holding lit cigarette, emitting a thin, blue smoke trail.",hand holding lit cigarette emitting thin blue smoke trail,10,9
smoking91.jpg,smoking,"Hand holding lit cigarette, emitting wisps of smoke against a green backdrop.",hand holding lit cigarette emitting wisps smoke green backdrop,12,9
smoking92.jpg,smoking,"Person exhales smoke from a lit cigarette, visible vapor dissipating into the air.",person exhales smoke lit cigarette visible vapor dissipating air,13,9
smoking93.jpg,smoking,"Person exhaling smoke from a lit cigarette, wrist adorned with colorful bracelets.",person exhaling smoke lit cigarette wrist adorned colorful bracelets,12,9
smoking94.jpg,smoking,"Person exhaling smoke from a cigarette, red nail polish visible.",person exhaling smoke cigarette red nail polish visible,10,8
smoking95.jpg,smoking,"Person exhales smoke from a lit cigarette, holding it in hand.",person exhales smoke lit cigarette holding hand,11,7
smoking96.jpg,smoking,"Two men exhaling smoke from a lit cigarette, with visible vapor and emissions.",two men exhaling smoke lit cigarette visible vapor emissions,13,9
smoking97.jpg,smoking,"Person holds lit cigarette, emitting visible smoke.",person holds lit cigarette emitting visible smoke,7,7
smoking98.jpg,smoking,"Hand holding lit cigarette, emitting thin, white smoke.",hand holding lit cigarette emitting thin white smoke,8,8
smoking99.jpg,smoking,Elderly man exhales smoke from burning cigarette held between lips.,elderly man exhales smoke burning cigarette held lips,10,8
