filename,phrase,meaningful_tokens,word_count,meaningful_token_count
28_jpg.rf.855fe11256d28b0d68fccf4917a40478.jpg,Firework explosion over water at night.,firework explosion water night,6,4
29_jpg.rf.44424cecfd08f917fee9b20dc594bd38.jpg,Fireworks explosion in the night sky.,fireworks explosion night sky,6,4
29_jpg.rf.7770670c0e746ece9b847ff3d20631f6.jpg,Fireworks explosion in the night sky.,fireworks explosion night sky,6,4
2_jpg.rf.c5dad65af5e171c1a0890770da96972b.jpg,Fireworks explosion over a river at night.,fireworks explosion river night,7,4
2_jpg.rf.ef903790bf5c9e7477743e389344c9d1.jpg,Fireworks explosion over a river at night.,fireworks explosion river night,7,4
30_jpg.rf.3f9e3c882a85adee8dd63c82eaa51841.jpg,Firework explosion in the night sky.,firework explosion night sky,6,4
30_jpg.rf.cdb0775e3095223a78e0176b8bf09f45.jpg,Firework explosion in the night sky.,firework explosion night sky,6,4
31_jpg.rf.457b34a9772c4840f1230d6c5af94237.jpg,Fireworks explosion over a bridge at night.,fireworks explosion bridge night,7,4
31_jpg.rf.b0705ec1734d212507fa15e4a5aa31f9.jpg,Fireworks explosion over a bridge at night.,fireworks explosion bridge night,7,4
32_jpg.rf.019ae909cf1e80df04fcfe8aab06ba81.jpg,Fireworks explosion in the night sky.,fireworks explosion night sky,6,4
32_jpg.rf.f4d3feff3ad3581af1f89cdaf2d63845.jpg,Fireworks explosion in the night sky.,fireworks explosion night sky,6,4
33_jpg.rf.1a295f675653cb8c7c1bafa7fc54b2bc.jpg,Sparkler burning in the dark.,sparkler burning dark,5,3
33_jpg.rf.6d28e9f3e7f29b951c397c6715050524.jpg,Sparkler burning in the dark.,sparkler burning dark,5,3
34_jpg.rf.c472580495704533239b13874adf5113.jpg,Fireworks explosion in the night sky.,fireworks explosion night sky,6,4
34_jpg.rf.d68f047029696d86495d0cd05523e6a4.jpg,Fireworks explosion in the night sky.,fireworks explosion night sky,6,4
35_jpg.rf.25afb3c077459ff48dcdaf6193883c9e.jpg,Fireworks explosion in the dark sky.,fireworks explosion dark sky,6,4
35_jpg.rf.7b874767b77089d881441cec05303bce.jpg,Fireworks explosion in the dark sky.,fireworks explosion dark sky,6,4
36_jpg.rf.4cdff763327fa17ea646106580019fce.jpg,Golden fireworks exploding against a black sky.,golden fireworks exploding black sky,7,5
36_jpg.rf.5c4301c60aaec7eeca32484e7cc9dd7f.jpg,Golden fireworks exploding against a black sky.,golden fireworks exploding black sky,7,5
37_jpg.rf.cafa3bce294f2419cde8843daa722994.jpg,Fireworks explosion over water at night.,fireworks explosion water night,6,4
37_jpg.rf.db0459762280ebb42e4a3733dd670f33.jpg,Fireworks explosion over water at night.,fireworks explosion water night,6,4
38_jpg.rf.097825dd0559f0495ec7a9b797f14e0b.jpg,Fireworks explosion over water at night.,fireworks explosion water night,6,4
38_jpg.rf.1b6c4e0b086f7858367f7db0404f07ce.jpg,Fireworks explosion over water at night.,fireworks explosion water night,6,4
39_jpg.rf.7233de1c79bbe90a02dc1527f8e23d85.jpg,Sparkler burning in a dark environment.,sparkler burning dark,6,3
39_jpg.rf.d681dd3630aa703ee7969fff37f7fa8b.jpg,Sparkler burning in a dark environment.,sparkler burning dark,6,3
3_jpg.rf.dda46726fa4533fb152472fb14b69437.jpg,Fireworks explosion in the night sky.,fireworks explosion night sky,6,4
3_jpg.rf.eaba81507c294d2bc86874c7baa15d93.jpg,Fireworks explosion in the night sky.,fireworks explosion night sky,6,4
40_jpg.rf.a2b11723e351aeda67cfc512ee9c6c49.jpg,Fireworks explosion in the night sky.,fireworks explosion night sky,6,4
40_jpg.rf.bb4f1a0df1a4db390c58952e2c03b68c.jpg,Fireworks explosion in the night sky.,fireworks explosion night sky,6,4
4_jpg.rf.0c6d603ce9ebbd236e8bbd0ea6e24a0d.jpg,Fireworks display over a lake at night.,fireworks display lake night,7,4
4_jpg.rf.f55d79cf6284badccfe734e0e51c4ad9.jpg,Fireworks display over a lake at night.,fireworks display lake night,7,4
5_jpg.rf.50aa2f5ef1cbc2f9101c9284c5e0f5b1.jpg,Firework explosion in the dark sky.,firework explosion dark sky,6,4
5_jpg.rf.e92af93104aca8418989ff64c1491aa6.jpg,Firework explosion in the dark sky.,firework explosion dark sky,6,4
6_jpg.rf.628f8b3985a6ad7c8cffa39664dab323.jpg,Fireworks exploding in the night sky.,fireworks exploding night sky,6,4
6_jpg.rf.929a96ecdfccf40fecc082b1ef8564a7.jpg,Fireworks exploding in the night sky.,fireworks exploding night sky,6,4
7_jpg.rf.9bb65629ea66c276cb5f69bd2663861c.jpg,Fireworks explosion in the night sky.,fireworks explosion night sky,6,4
7_jpg.rf.ffb3387bfe3929c82ed030c022264956.jpg,Fireworks explosion in the night sky.,fireworks explosion night sky,6,4
8_jpg.rf.489248308c523e90624d0ba999fd858f.jpg,Fireworks explosion in the night sky.,fireworks explosion night sky,6,4
8_jpg.rf.ec8ec4820566013929ade24f40b7b361.jpg,Fireworks explosion in the night sky.,fireworks explosion night sky,6,4
9_jpg.rf.d525844b5ab6266f7d7087349d27e256.jpg,Firework explosion in the night sky with city lights below.,firework explosion night sky city lights below,10,7
9_jpg.rf.da53e1a1b54e774b736b23b42259be7d.jpg,Firework explosion in the night sky with city lights below.,firework explosion night sky city lights below,10,7
fireworks-12_jpg.rf.66bacf66fab0e479be15a6b14ad3ab3b.jpg,Golden fireworks exploding in the night sky.,golden fireworks exploding night sky,7,5
fireworks-12_jpg.rf.e0da0805f779db4947174c95908fe18c.jpg,Golden fireworks exploding in the night sky.,golden fireworks exploding night sky,7,5
fireworks-12_jpg.rf.ff98358f1ad616e4fdae18dc18d6230c.jpg,Golden fireworks exploding in the night sky.,golden fireworks exploding night sky,7,5
fireworks-13_jpg.rf.469ae6c2118f563018a870800e6f67a7.jpg,Fireworks display in the sky with a Texas flag.,fireworks display sky texas flag,9,5
fireworks-13_jpg.rf.62f3c943f6b188fb6b24bb3b26736703.jpg,Fireworks exploding against a starry sky.,fireworks exploding starry sky,6,4
fireworks-13_jpg.rf.be970922b5a2d64d111eb8ad1fdf6c0f.jpg,Fireworks display in the sky with a Texas flag.,fireworks display sky texas flag,9,5
fireworks-14_jpg.rf.44f5f081fb82c23e8301ff27100a5299.jpg,Fireworks explosion in the night sky.,fireworks explosion night sky,6,4
fireworks-14_jpg.rf.97ccc783bd9857296568d1738e383773.jpg,Fireworks explosion in the night sky.,fireworks explosion night sky,6,4
fireworks-14_jpg.rf.ab2e98b525e9ea18b305e71351774282.jpg,Fireworks explosion in the night sky.,fireworks explosion night sky,6,4
fireworks-16_jpg.rf.83e12cc2594e2c3ace13094f044dde32.jpg,Fireworks display over Sydney Opera House.,fireworks display sydney opera house,6,5
fireworks-16_jpg.rf.8666fab82cf1f72755c87f6106dfde7b.jpg,Fireworks display over Sydney Opera House.,fireworks display sydney opera house,6,5
fireworks-16_jpg.rf.c1a0cf303e23ea7f3152d6b3537df161.jpg,Fireworks display over Sydney Harbour.,fireworks display sydney harbour,5,4
fireworks-17_jpg.rf.60db8f48ca9e56d16bd049652dd943b1.jpg,Fireworks exploding in the night sky.,fireworks exploding night sky,6,4
fireworks-17_jpg.rf.a297ebcb11df7f8533e13e14c9866d6d.jpg,Fireworks exploding in the night sky.,fireworks exploding night sky,6,4
fireworks-17_jpg.rf.c35a672ad358ae4dde27f76419fa73f8.jpg,Fireworks exploding in the night sky.,fireworks exploding night sky,6,4
fireworks-19_jpeg.rf.12d1da1915ea89b4337c998792e14361.jpg,Fireworks exploding in a night sky over a cityscape.,fireworks exploding night sky cityscape,9,5
fireworks-19_jpeg.rf.66a201ea84c9512bad3dd3aa31f33443.jpg,Fireworks exploding over a city skyline at night.,fireworks exploding city skyline night,8,5
fireworks-19_jpeg.rf.de03d5a642ffa25777dee38aa52b5f19.jpg,Fireworks exploding over a city skyline at night.,fireworks exploding city skyline night,8,5
fireworks-20_jpg.rf.127c91f8a72417fd83c23dfc361a2360.jpg,Fireworks explosion in the night sky.,fireworks explosion night sky,6,4
fireworks-20_jpg.rf.a13e1afecf29302aaa0a9ea89dc34296.jpg,Fireworks explosion in the sky with clouds.,fireworks explosion sky clouds,7,4
fireworks-20_jpg.rf.c241303dc23f0ea338f85b2719de9db4.jpg,Fireworks explosion in the night sky.,fireworks explosion night sky,6,4
fireworks-22_jpg.rf.930b2ac7cdaad21f52e6eca46204c65a.jpg,Fireworks explosion in the night sky.,fireworks explosion night sky,6,4
fireworks-22_jpg.rf.bf1b1f84ea14ae3fe05b77e8d4690741.jpg,Fireworks exploding at night.,fireworks exploding night,4,3
fireworks-22_jpg.rf.c823646f16efde53339d8a331c170e61.jpg,Fireworks explosion in the night sky.,fireworks explosion night sky,6,4
fireworks-23_jpeg.rf.80cb7e43b313a2943df6cd7450ba20df.jpg,Fireworks exploding in the night sky.,fireworks exploding night sky,6,4
fireworks-23_jpeg.rf.a5f60abb4bac00aaae1cee9c181e73a8.jpg,Fireworks explosion in the night sky.,fireworks explosion night sky,6,4
fireworks-23_jpeg.rf.da4124a65eb3e08ff0c916470cc9eacd.jpg,Fireworks exploding in the night sky.,fireworks exploding night sky,6,4
fireworks-24_png.rf.868a5d6c5e7dfede9f4af1c1c0ec8d54.jpg,Fireworks explosion in the night sky.,fireworks explosion night sky,6,4
fireworks-24_png.rf.bba2032056a3c4927531c0483b10b4fd.jpg,Fireworks explosion in the night sky.,fireworks explosion night sky,6,4
fireworks-24_png.rf.f4a2d1b976545fd4cf74eaebf2822c6a.jpg,Explosion of colorful fireworks in the night sky.,explosion colorful fireworks night sky,8,5
fireworks-25_jpg.rf.36708eee4a5453a62e809d382cc35912.jpg,Explosion of fireworks in the night sky.,explosion fireworks night sky,7,4
fireworks-25_jpg.rf.72ae32d2c0240e3e6c00a6acd8e042f9.jpg,Fireworks explosion with vibrant sparks against a dark sky.,fireworks explosion vibrant sparks dark sky,9,6
fireworks-25_jpg.rf.cade4723c95d78f5d442bbb1fffae50f.jpg,Fireworks explosion in the night sky.,fireworks explosion night sky,6,4
fireworks-27_jpg.rf.3187aa1939d78861de51a71fa60c8ae8.jpg,Fireworks exploding in the night sky.,fireworks exploding night sky,6,4
fireworks-27_jpg.rf.4d91b9799ec4f1b420d2517f39a4c540.jpg,Fireworks exploding in the night sky.,fireworks exploding night sky,6,4
fireworks-27_jpg.rf.ff01de86a3340a8753bb5e8c7e78e6da.jpg,Fireworks exploding in the night sky.,fireworks exploding night sky,6,4
fireworks-29_jpg.rf.3b941b8195dc950a60ff6abe14d819ff.jpg,Fireworks explosion in the night sky.,fireworks explosion night sky,6,4
fireworks-29_jpg.rf.b75ddb4a0694d500dcaa7a7714372bbb.jpg,Fireworks explosion in the night sky.,fireworks explosion night sky,6,4
fireworks-29_jpg.rf.d298d2ac26d3872bd4753a5f9b44da5e.jpg,Fireworks exploding in the night sky.,fireworks exploding night sky,6,4
fireworks-2_jpg.rf.52dea880a9cd877ebb01e5cdc9ca4017.jpg,Fireworks exploding in the night sky.,fireworks exploding night sky,6,4
fireworks-2_jpg.rf.93f7940bab0b7a340f65ef8d164e8dd1.jpg,Fireworks exploding in the night sky.,fireworks exploding night sky,6,4
fireworks-2_jpg.rf.fb73b9b241a6ce809bbc8aea2b7c2aa7.jpg,Fireworks exploding in the night sky.,fireworks exploding night sky,6,4
fireworks-30_jpg.rf.0d253a05091f24c48ab1e9fa45a73fcf.jpg,Fireworks exploding in a dark sky.,fireworks exploding dark sky,6,4
fireworks-30_jpg.rf.707e20f7bc73810c11ffa7a33afcbc0d.jpg,Fireworks exploding in the night sky.,fireworks exploding night sky,6,4
fireworks-30_jpg.rf.ac2e21f2c5fb4d3e7d7b1f796c0cdd0f.jpg,Fireworks exploding in a dark sky.,fireworks exploding dark sky,6,4
fireworks-34_jpg.rf.0290aa7af703ef1ae5892d7d729909f7.jpg,Explosion of colorful fireworks in the sky.,explosion colorful fireworks sky,7,4
fireworks-34_jpg.rf.8af847898625b82a8bc04877be424c08.jpg,Explosion of colorful fireworks in the sky.,explosion colorful fireworks sky,7,4
fireworks-34_jpg.rf.fbf8032508ee56bd604dcec29d537188.jpg,Explosion of colorful fireworks in the sky.,explosion colorful fireworks sky,7,4
fireworks-40_png.rf.13f4b25a4dcc90677983d62e5cf6b8df.jpg,Fireworks explosion in the night sky.,fireworks explosion night sky,6,4
fireworks-40_png.rf.8cb08a9716721cea264126b61a019988.jpg,Fireworks explosion in the night sky.,fireworks explosion night sky,6,4
fireworks-40_png.rf.aa01534cedec8b6a6bb095fc285f4e32.jpg,Fireworks explosion in the night sky.,fireworks explosion night sky,6,4
fireworks-43_jpg.rf.03e9766f9ce0efdf96da078822d025f4.jpg,Colorful fireworks exploding in the night sky.,colorful fireworks exploding night sky,7,5
fireworks-43_jpg.rf.222267b282d6ac954bbc219e2eb9c969.jpg,Fireworks explosion in the night sky.,fireworks explosion night sky,6,4
fireworks-43_jpg.rf.ed45ebae522dd8e2f1340b4d51f4b7b5.jpg,Fireworks explosion in the night sky.,fireworks explosion night sky,6,4
fireworks-44_jpg.rf.0f839622cf8185228e381acd2ce3a68c.jpg,Fireworks explosion in the night sky.,fireworks explosion night sky,6,4
fireworks-44_jpg.rf.e25a475caec3d391ebe7ebd25d121728.jpg,Fireworks explosion in the night sky.,fireworks explosion night sky,6,4
fireworks-44_jpg.rf.f8f3a5fa7f094c7e684fef07d8391785.jpg,Fireworks explosion in the night sky.,fireworks explosion night sky,6,4
fireworks-46_jpg.rf.4c6ea77ea93c6dfea661170fa0a60d0b.jpg,Fireworks explosion in the night sky.,fireworks explosion night sky,6,4
fireworks-46_jpg.rf.5bd59c8d82ead8f40432ca38aa2840d8.jpg,Fireworks explosion in the night sky.,fireworks explosion night sky,6,4
fireworks-46_jpg.rf.80226534fa2a9935e0024c324bdcb0f2.jpg,Fireworks explosion in the night sky.,fireworks explosion night sky,6,4
fireworks-47_jpg.rf.98d77d82b498f7e57805581685bd80a4.jpg,Fireworks explosion in the night sky.,fireworks explosion night sky,6,4
fireworks-47_jpg.rf.9ddcab0f28b45bdd96d7e40a46a34344.jpg,Fireworks explosion in the night sky.,fireworks explosion night sky,6,4
fireworks-47_jpg.rf.a918d68e63ef1a915408d0cf5fe6c266.jpg,Fireworks explosion in the night sky.,fireworks explosion night sky,6,4
fireworks-48_png.rf.25f8591a132d650f34bcb60a6cf5ba3c.jpg,Fireworks explosion in the night sky.,fireworks explosion night sky,6,4
fireworks-48_png.rf.aa39a0fa2f46bbd92813b660dcb19589.jpg,Fireworks explosion with sparks in the night sky.,fireworks explosion sparks night sky,8,5
fireworks-48_png.rf.ec375f750af02a3857ab0e468b4dd80b.jpg,Fireworks explosion in the night sky.,fireworks explosion night sky,6,4
fireworks-49_jpg.rf.249a573ed09de06e99fe2285092c3bc0.jpg,Fireworks explosion in the night sky.,fireworks explosion night sky,6,4
fireworks-49_jpg.rf.3f1f0bb6725979581cb58f34f5e85dc4.jpg,Fireworks explosion in the night sky.,fireworks explosion night sky,6,4
fireworks-49_jpg.rf.e4790b5b04998427c7e5d83adedff8c9.jpg,Fireworks explosion in the night sky.,fireworks explosion night sky,6,4
fireworks-50_jpg.rf.180bf753932f87ca780314ccf177c6f7.jpg,Explosion of vibrant fireworks in the night sky.,explosion vibrant fireworks night sky,8,5
fireworks-50_jpg.rf.7e477803b848c9dc0b39f1a6fc9d6905.jpg,Explosion of vibrant fireworks in the night sky.,explosion vibrant fireworks night sky,8,5
fireworks-50_jpg.rf.cb063683b0ab7534b42a0b3990e59cbe.jpg,Explosion of vibrant fireworks in the night sky.,explosion vibrant fireworks night sky,8,5
fireworks-51_jpg.rf.08ecec76992241c7125c557f5719f54c.jpg,Explosion of fireworks in the night sky.,explosion fireworks night sky,7,4
fireworks-51_jpg.rf.0e47cdf4d225be9837569e78d21e3649.jpg,Explosion of fireworks in the night sky.,explosion fireworks night sky,7,4
fireworks-51_jpg.rf.ee4ad1b13725859fcaf4882b88c8dcc6.jpg,Explosion of fireworks in the night sky.,explosion fireworks night sky,7,4
fireworks-53_jpg.rf.71906c672660e244657104e8c599e8f2.jpg,Fireworks explosion in the night sky.,fireworks explosion night sky,6,4
fireworks-53_jpg.rf.a04c77d808c17fd0341d0cb9039b5050.jpg,Fireworks explosion in the night sky.,fireworks explosion night sky,6,4
fireworks-53_jpg.rf.fe03e9304aa6466e5aa8b100dedfbb1e.jpg,Fireworks explosion in the night sky.,fireworks explosion night sky,6,4
fireworks-5_jpg.rf.336ddcbc1b765d8465e0db9a408f04b8.jpg,Explosion of fireworks in the night sky.,explosion fireworks night sky,7,4
fireworks-5_jpg.rf.3e6ad21e73972c76db74a63c8f1c77af.jpg,Explosion of fireworks in the night sky.,explosion fireworks night sky,7,4
fireworks-5_jpg.rf.9b675c6ee1117e774eeab5c5cdfcdc46.jpg,Explosion of fireworks in the night sky.,explosion fireworks night sky,7,4
fireworks-7_jpg.rf.20f54d584fdb34d7444b1fc8d849e3d4.jpg,Fireworks explosion in the night sky.,fireworks explosion night sky,6,4
fireworks-7_jpg.rf.70d4d038c545ad39b57dfd824bf4f0e1.jpg,Fireworks explosion in the night sky.,fireworks explosion night sky,6,4
fireworks-7_jpg.rf.fb1d27e27c72a7b7cb68d30675bc0785.jpg,Fireworks explosion in the night sky.,fireworks explosion night sky,6,4
fireworks-8_jpg.rf.c552a67bd508945dd5ed3b9014baf993.jpg,Fireworks exploding in the night sky.,fireworks exploding night sky,6,4
fireworks-8_jpg.rf.cf211993121441b6bd72a983691b456f.jpg,Fireworks exploding in the night sky.,fireworks exploding night sky,6,4
fireworks-8_jpg.rf.f986b0b0aff4686c09b3b055101bfad3.jpg,Fireworks exploding in the night sky.,fireworks exploding night sky,6,4
fireworks-9_jpg.rf.7b8e29e38930cbfbfe098d8198039968.jpg,Fireworks explosion over cityscape.,fireworks explosion cityscape,4,3
fireworks-9_jpg.rf.bccbb5b0c9ea3e5224766270255b9a4e.jpg,Fireworks display over cityscape.,fireworks display cityscape,4,3
fireworks-9_jpg.rf.c2b90e065d16886aa158468fcec9dfcc.jpg,Fireworks explosion over cityscape.,fireworks explosion cityscape,4,3
fireworks001.webp,Fireworks explosion over a body of water.,fireworks explosion body water,7,4
fireworks002.jpg,Colorful fireworks exploding in the night sky.,colorful fireworks exploding night sky,7,5
fireworks003.webp,Firework explosion in the night sky.,firework explosion night sky,6,4
fireworks004.webp,Fireworks display over Sydney Harbour.,fireworks display sydney harbour,5,4
fireworks005.webp,Fireworks display over illuminated cityscape.,fireworks display illuminated cityscape,5,4
fireworks006.webp,Fireworks explosion amidst cityscape crowd.,fireworks explosion amidst cityscape crowd,5,5
fireworks007.webp,Fireworks display over a red bridge with people watching.,fireworks display red bridge people watching,9,6
fireworks008.webp,Fireworks explosion at night with people watching.,fireworks explosion night people watching,7,5
fireworks009.webp,Fireworks display in cityscape at night.,fireworks display cityscape night,6,4
fireworks010.webp,Fireworks display over water at night.,fireworks display water night,6,4
fireworks011.webp,Fireworks explosion with confetti in the night sky.,fireworks explosion confetti night sky,8,5
fireworks012.webp,Fireworks display in the night sky with a statue and city below.,fireworks display night sky statue city below,12,7
fireworks013.webp,Fireworks explosion with Big Ben and London skyline.,fireworks explosion big ben london skyline,8,6
fireworks014.webp,Fireworks explosion over a body of water with a Ferris wheel and buildings in the background.,fireworks explosion body water ferris wheel buildings background,16,8
fireworks015.webp,Fireworks explosion with castle and city lights in the background.,fireworks explosion castle city lights background,10,6
fireworks016.webp,Fireworks explosion in front of a historic building at night.,fireworks explosion front historic building night,10,6
fireworks017.webp,Fireworks display in front of the Arc de Triomphe.,fireworks display front arc de triomphe,9,6
fireworks018.webp,Fireworks display over city skyline at night.,fireworks display city skyline night,7,5
fireworks019.webp,Fireworks explosion near a tall tower against a dark sky.,fireworks explosion tall tower dark sky,10,6
fireworks020.webp,Fireworks display over Sydney Harbour.,fireworks display sydney harbour,5,4
fireworks021.webp,Fireworks display at night near a large building.,fireworks display night large building,8,5
fireworks022.jpg,Fireworks explosion at night with bridge and trees in the background.,fireworks explosion night bridge trees background,11,6
fireworks023.webp,Colorful fireworks exploding above a cityscape at night.,colorful fireworks exploding above cityscape night,8,6
fireworks024.webp,Fireworks display in urban night scene.,fireworks display urban night scene,6,5
fireworks025.webp,Fireworks explosion over cityscape at night.,fireworks explosion cityscape night,6,4
fireworks026.webp,Fireworks explosion amidst cityscape at night.,fireworks explosion amidst cityscape night,6,5
fireworks027.jpg,Fireworks explosion in the night sky with trees and people below.,fireworks explosion night sky trees people below,11,7
fireworks028.jpg,Fireworks explosion in a dark sky with tents and crowd below.,fireworks explosion dark sky tents crowd below,11,7
fireworks029.jpg,Fireworks display in a stadium at night.,fireworks display stadium night,7,4
fireworks030.jpg,Fireworks explosion over water.,fireworks explosion water,4,3
