filename,phrase,meaningful_tokens,word_count,meaningful_token_count
fireplace33.jpg,Modern outdoor fire feature with stone wall and glass doors.,modern outdoor fire feature stone wall glass doors,10,8
fireplace34.jpg,"Burning logs in a brick fireplace, warm and cozy.",burning logs brick fireplace warm cozy,9,6
fireplace35.jpg,"Electric fireplace with realistic flames, enclosed in a black frame.",electric fireplace realistic flames enclosed black frame,10,7
fireplace36.jpg,"Vintage fireplace with a roaring fire, surrounded by ornate details.",vintage fireplace roaring fire surrounded ornate details,10,7
fireplace37.jpg,Warm fireplace in cozy living room with large windows.,warm fireplace cozy living room large windows,9,7
fireplace38.jpg,Modern electric fireplace with glowing embers.,modern electric fireplace glowing embers,6,5
fireplace39.jpg,Indoor electric fireplace with flames.,indoor electric fireplace flames,5,4
fireplace40.jpg,"Outdoor fireplace with a roaring fire, surrounded by lush greenery.",outdoor fireplace roaring fire surrounded lush greenery,10,7
fireplace41.jpg,Outdoor fire pit on a concrete path surrounded by greenery.,outdoor fire pit concrete path surrounded greenery,10,7
fireplace42.jpg,"Modern fireplace with a warm, flickering fire.",modern fireplace warm flickering fire,7,5
fireplace43.jpg,"Fireplace with flames, surrounded by modern furniture and curtains.",fireplace flames surrounded modern furniture curtains,9,6
fireplace44.jpg,"Outdoor fireplace with warm, inviting glow, surrounded by lush greenery.",outdoor fireplace warm inviting glow surrounded lush greenery,10,8
fireplace45.jpg,Stove with burning wood fire inside brick fireplace.,stove burning wood fire inside brick fireplace,8,7
fireplace46.jpg,"Outdoor fire pit with flames, surrounded by greenery and stone.",outdoor fire pit flames surrounded greenery stone,10,7
fireplace47.jpg,"Wooden mantle with a fireplace, surrounded by natural light and greenery.",wooden mantle fireplace surrounded natural light greenery,11,7
fireplace48.jpg,Modern kitchen gas fire insert.,modern kitchen gas fire insert,5,5
fireplace49.jpg,"Artificial fireplace with realistic flames, set against a black background.",artificial fireplace realistic flames set black background,10,7
fireplace50.jpg,Wood stove fire burning in a cozy room.,wood stove fire burning cozy room,8,6
fireplace51.jpg,"Outdoor fire pit with flames, surrounded by greenery and furniture.",outdoor fire pit flames surrounded greenery furniture,10,7
fireplace52.jpg,Modern wall-mounted gas fireplace with realistic flames.,modern wall-mounted gas fireplace realistic flames,7,6
fireplace53.jpg,Modern living room with a realistic digital fireplace.,modern living room realistic digital fireplace,8,6
fireplace54.jpg,Wood-burning stove in a cozy room with a potted orchid.,wood-burning stove cozy room potted orchid,10,6
fireplace55.jpg,"Flame in a modern fireplace, surrounded by elegant decor.",flame modern fireplace surrounded elegant decor,9,6
fireplace56.jpg,Electric fireplace with realistic flames in a living room.,electric fireplace realistic flames living room,9,6
fireplace57.jpg,"Stylish stone fireplace with a roaring fire, surrounded by a modern setting.",stylish stone fireplace roaring fire surrounded modern setting,12,8
fireplace58.jpg,"Wood-burning stove with roaring fire, brick wall background.",wood-burning stove roaring fire brick wall background,8,7
fireplace59.jpg,Wood-burning fireplace in a cozy room.,wood-burning fireplace cozy room,6,4
fireplace60.jpg,Wood-burning fireplace in a modern room with large windows.,wood-burning fireplace modern room large windows,9,6
fireplace61.jpg,Black electric fireplace in a cozy room.,black electric fireplace cozy room,7,5
fireplace62.jpg,Outdoor wood-burning stove with potted plants and brick wall.,outdoor wood-burning stove potted plants brick wall,9,7
fireplace63.jpg,"Outdoor fireplace with flames, surrounded by patio furniture and greenery.",outdoor fireplace flames surrounded patio furniture greenery,10,7
fireplace64.jpg,"Wood burning fireplace with flames, brick wall background.",wood burning fireplace flames brick wall background,8,7
fireplace65.jpg,"Outdoor fire pit with flames, surrounded by chairs and potted plant.",outdoor fire pit flames surrounded chairs potted plant,11,8
fireplace66.jpg,"Concrete fireplace with a roaring fire, surrounded by outdoor furniture.",concrete fireplace roaring fire surrounded outdoor furniture,10,7
fireplace67.jpg,Stone fireplace with a small fire burning in autumn foliage.,stone fireplace small fire burning autumn foliage,10,7
fireplace68.jpg,Flaming fireplace in a cozy living room.,flaming fireplace cozy living room,7,5
fireplace69.jpg,"Outdoor fire pit with flames, surrounded by greenery and brick wall.",outdoor fire pit flames surrounded greenery brick wall,11,8
fireplace70.jpg,"Outdoor fire pit with flames, surrounded by cushions and plants.",outdoor fire pit flames surrounded cushions plants,10,7
fireplace71.jpg,"White brick fireplace with a roaring fire, surrounded by candles and a clock.",white brick fireplace roaring fire surrounded candles clock,13,8
fireplace72.jpg,Gas fire burning in a modern outdoor fireplace.,gas fire burning modern outdoor fireplace,8,6
fireplace73.jpg,Outdoor stone fireplace with a cooking flame.,outdoor stone fireplace cooking flame,7,5
fireplace74.jpg,"Modern house with a lit indoor fireplace, surrounded by a pool and greenery.",modern house lit indoor fireplace surrounded pool greenery,13,8
fireplace75.jpg,"Outdoor fire pit with flames, surrounded by plants.",outdoor fire pit flames surrounded plants,8,6
fireplace76.jpg,Flaming wood fire in a stone fireplace.,flaming wood fire stone fireplace,7,5
fireplace77.jpg,Modern living room with a burning fireplace.,modern living room burning fireplace,7,5
fireplace78.jpg,Fireplace with flames in a modern kitchen setting.,fireplace flames modern kitchen setting,8,5
fireplace79.jpg,"Living room with a roaring fireplace, large windows, and greenery outside.",living room roaring fireplace large windows greenery outside,11,8
fireplace80.jpg,"White fireplace with a burning fire, surrounded by decor.",white fireplace burning fire surrounded decor,9,6
fireplace81.jpg,Modern outdoor fire feature with realistic flames.,modern outdoor fire feature realistic flames,7,6
fireplace82.jpg,Modern living room with a digital fire feature.,modern living room digital fire feature,8,6
fireplace83.jpg,"Square fire pit with flames, surrounded by smooth stones.",square fire pit flames surrounded smooth stones,9,7
fireplace84.jpg,White mantelpiece with a roaring fireplace.,white mantelpiece roaring fireplace,6,4
fireplace85.jpg,Wood-burning fireplace in a cozy living room.,wood-burning fireplace cozy living room,7,5
fireplace86.jpg,Fireplace with roaring flames in a brick structure.,fireplace roaring flames brick structure,8,5
fireplace87.jpg,Wood-burning stove with realistic fire flames.,wood-burning stove realistic fire flames,6,5
fireplace88.jpg,Wood burning in a stone fireplace surrounded by trees.,wood burning stone fireplace surrounded trees,9,6
fireplace89.jpg,"Wooden fireplace with realistic flames, surrounded by cozy furniture.",wooden fireplace realistic flames surrounded cozy furniture,9,7
fireplace90.jpg,Wooden logs burning in a modern fireplace.,wooden logs burning modern fireplace,7,5
fireplace91.jpg,Stylish stone fireplace with glowing fire.,stylish stone fireplace glowing fire,6,5
fireplace92.jpg,Burning logs in a brick fireplace.,burning logs brick fireplace,6,4
fireplace93.jpg,"Wood-burning fire in stone fireplace, surrounded by white chairs, trees in background.",wood-burning fire stone fireplace surrounded white chairs trees background,12,9
fireplace94.jpg,Wood-burning stove in cozy living room.,wood-burning stove cozy living room,6,5
fireplace95.jpg,Wood-burning stove with a roaring fire in a rustic kitchen.,wood-burning stove roaring fire rustic kitchen,10,6
fireplace96.jpg,"Campfire burning in a stone fire pit, surrounded by wood chips.",campfire burning stone fire pit surrounded wood chips,11,8
fireplace97.jpg,Campfire in a backyard garden setting.,campfire backyard garden setting,6,4
fireplace98.jpg,"Outdoor fireplace with warm, flickering flames.",outdoor fireplace warm flickering flames,6,5
fireplace99.jpg,Wood-burning fireplace in a modern living room.,wood-burning fireplace modern living room,7,5
fireplace100.jpg,"Marble fireplace with burning logs, wooden floor, beige wall.",marble fireplace burning logs wooden floor beige wall,9,8
fireplace101.jpg,"Outdoor fireplace with warm, flickering flames.",outdoor fireplace warm flickering flames,6,5
fireplace102.jpg,Gas fireplace burning in a cozy living room.,gas fireplace burning cozy living room,8,6
fireplace103.jpg,"Outdoor fireplace with a warm, cozy fire.",outdoor fireplace warm cozy fire,7,5
fireplace104.jpg,Outdoor fire pit with desert plants and modern house.,outdoor fire pit desert plants modern house,9,7
fireplace105.jpg,"Modern fireplace with burning logs, surrounded by white walls and wood logs.",modern fireplace burning logs surrounded white walls wood logs,12,9
fireplace106.jpg,"Fireplace with warm, flickering flames in a cozy, modern setting.",fireplace warm flickering flames cozy modern setting,10,7
fireplace107.jpg,Wood-burning fireplace in a backyard setting.,wood-burning fireplace backyard setting,6,4
fireplace108.jpg,Fireplace with realistic flames in a cozy room.,fireplace realistic flames cozy room,8,5
fireplace109.jpg,Wood-burning fireplace in rustic stone-walled room.,wood-burning fireplace rustic stone-walled room,6,5
fireplace110.jpg,Modern living room with a roaring fireplace.,modern living room roaring fireplace,7,5
fireplace111.jpg,Modern outdoor fireplace with lush greenery in the background.,modern outdoor fireplace lush greenery background,9,6
fireplace112.jpg,Outdoor stone fireplace with a roaring fire.,outdoor stone fireplace roaring fire,7,5
fireplace113.jpg,Wood-paneled wall with a burning fireplace.,wood-paneled wall burning fireplace,6,4
fireplace114.jpg,Electric fireplace with glowing embers.,electric fireplace glowing embers,5,4
fireplace115.jpg,"Living room with a lit fireplace, cozy and modern.",living room lit fireplace cozy modern,9,6
fireplace116.jpg,"Outdoor stone fireplace with roaring fire, surrounded by greenery.",outdoor stone fireplace roaring fire surrounded greenery,9,7
fireplace117.jpg,"Stove with roaring fire inside, surrounded by wood.",stove roaring fire inside surrounded wood,8,6
fireplace118.jpg,"Wood-burning stove with roaring fire, surrounded by a white background.",wood-burning stove roaring fire surrounded white background,10,7
fireplace119.jpg,Electric fireplace with realistic flames in a black enclosure.,electric fireplace realistic flames black enclosure,9,6
fireplace120.jpg,Living room with a burning fireplace and decorative elements.,living room burning fireplace decorative elements,9,6
fireplace121.jpg,"Wood-burning fireplace with flames, surrounded by dark wood.",wood-burning fireplace flames surrounded dark wood,8,6
fireplace122.jpg,Man tending outdoor cooking flame in modern patio setting.,man tending outdoor cooking flame modern patio setting,9,8
fireplace123.jpg,Living room with a realistic electric fireplace.,living room realistic electric fireplace,7,5
fireplace124.jpg,Wood-burning fireplace in a cozy outdoor living space.,wood-burning fireplace cozy outdoor living space,8,6
fireplace125.jpg,"Stylish wood-burning stove with roaring fire, set against a white background.",stylish wood-burning stove roaring fire set white background,11,8
fireplace126.jpg,Stone fireplace in a wooded area.,stone fireplace wooded area,6,4
fireplace127.jpg,"Stylish fireplace with vibrant, crackling fire.",stylish fireplace vibrant crackling fire,6,5
fireplace128.jpg,Wood-fired stone oven in a forest setting.,wood-fired stone oven forest setting,7,5
fireplace129.jpg,Modern outdoor fireplace with cozy seating.,modern outdoor fireplace cozy seating,6,5
fireplace130.jpg,"Modern outdoor fireplace with flames, pool, and lounge chairs.",modern outdoor fireplace flames pool lounge chairs,9,7
fireplace131.jpg,"Warm, cozy fireplace with a roaring fire.",warm cozy fireplace roaring fire,7,5
fireplace132.jpg,Electric fireplace in a modern living room.,electric fireplace modern living room,7,5
fireplace133.jpg,Modern fireplace with a realistic fire burning inside.,modern fireplace realistic fire burning inside,8,6
fireplace134.jpg,"Outdoor fire pit with flames, surrounded by rocks and trees.",outdoor fire pit flames surrounded rocks trees,10,7
fireplace135.jpg,"White fireplace with a burning fire, surrounded by books and decor.",white fireplace burning fire surrounded books decor,11,7
fireplace136.jpg,"Wooden pizza oven with brick interior, set on a table.",wooden pizza oven brick interior set table,10,7
fireplace137.jpg,"Outdoor stone fireplace with warm fire, surrounded by wicker furniture, under twilight sky.",outdoor stone fireplace warm fire surrounded wicker furniture twilight sky,13,10
fireplace138.jpg,Electric fireplace with realistic flames in a tiled room.,electric fireplace realistic flames tiled room,9,6
fireplace139.jpg,Fireplace with flames in a cozy living room.,fireplace flames cozy living room,8,5
fireplace140.jpg,Electric fireplace with realistic flames in a modern room.,electric fireplace realistic flames modern room,9,6
fireplace141.jpg,Modern electric fireplace in cozy room setting.,modern electric fireplace cozy room setting,7,6
fireplace142.jpg,"Modern fireplace with realistic flames, minimalist room.",modern fireplace realistic flames minimalist room,7,6
fireplace143.jpg,"Modern fireplace with glowing flames, surrounded by red wall and potted plant.",modern fireplace glowing flames surrounded red wall potted plant,12,9
fireplace144.jpg,"Outdoor fire pit with flames, surrounded by greenery and furniture.",outdoor fire pit flames surrounded greenery furniture,10,7
fireplace145.jpg,Fireplace with burning logs and glowing embers.,fireplace burning logs glowing embers,7,5
fireplace146.jpg,Cozy living room with a burning fireplace.,cozy living room burning fireplace,7,5
fireplace147.jpg,Cozy outdoor fireplace with warm fire and night ambiance.,cozy outdoor fireplace warm fire night ambiance,9,7
fireplace148.jpg,Stylish indoor fireplace with realistic flames.,stylish indoor fireplace realistic flames,6,5
fireplace149.jpg,"Modern fireplace with realistic flames, tiled walls, wooden floor.",modern fireplace realistic flames tiled walls wooden floor,9,8
fireplace150.jpg,"Burning fire in a brick fireplace, warm and cozy.",burning fire brick fireplace warm cozy,9,6
fireplace151.jpg,Wood-burning fireplace in a backyard patio.,wood-burning fireplace backyard patio,6,4
fireplace152.jpg,Wood-burning stove with realistic flames in a cozy room.,wood-burning stove realistic flames cozy room,9,6
fireplace153.jpg,"White fireplace with a roaring fire, surrounded by modern decor.",white fireplace roaring fire surrounded modern decor,10,7
fireplace154.jpg,Artificial fireplace with realistic flames.,artificial fireplace realistic flames,5,4
fireplace155.jpg,Modern electric fireplace with realistic flames.,modern electric fireplace realistic flames,6,5
fireplace156.jpg,"Campfire on wooden deck, surrounded by nature.",campfire wooden deck surrounded nature,7,5
fireplace157.jpg,"Outdoor stone fireplace with wooden pergola, surrounded by greenery.",outdoor stone fireplace wooden pergola surrounded greenery,9,7
fireplace158.jpg,White brick fireplace with burning logs.,white brick fireplace burning logs,6,5
fireplace159.jpg,White fireplace with a lit electric fire burning.,white fireplace lit electric fire burning,8,6
fireplace160.jpg,"Outdoor fireplace with warm, cozy flames.",outdoor fireplace warm cozy flames,6,5
fireplace161.jpg,"Empty fireplace with white mantel, brown walls, and sheer curtains.",empty fireplace white mantel brown walls sheer curtains,10,8
fireplace162.jpg,Wooden deck with fire pit and tall trees in the background.,wooden deck fire pit tall trees background,11,7
fireplace163.jpg,Digital fireplace with realistic flames in a black frame.,digital fireplace realistic flames black frame,9,6
fireplace164.jpg,"Outdoor fire pit with flames, surrounded by garden and stone wall.",outdoor fire pit flames surrounded garden stone wall,11,8
fireplace165.jpg,"Flaming grill with food, kitchen setting.",flaming grill food kitchen setting,6,5
fireplace166.jpg,Electric fireplace burning in a cozy room.,electric fireplace burning cozy room,7,5
fireplace167.jpg,Electric fireplace with glowing logs and flames.,electric fireplace glowing logs flames,7,5
fireplace168.jpg,"Outdoor fireplace with flames, surrounded by greenery and patio furniture.",outdoor fireplace flames surrounded greenery patio furniture,10,7
fireplace169.jpg,Modern indoor fireplace with realistic flames.,modern indoor fireplace realistic flames,6,5
fireplace170.jpg,"Modern fireplace with realistic flames, surrounded by wavy wall and wooden floor.",modern fireplace realistic flames surrounded wavy wall wooden floor,12,9
fireplace171.jpg,Wood fire pit in outdoor garden setting.,wood fire pit outdoor garden setting,7,6
fireplace172.jpg,Stylish indoor fireplace with roaring fire.,stylish indoor fireplace roaring fire,6,5
fireplace173.jpg,Television stand with a lit electric fireplace in a cozy room.,television stand lit electric fireplace cozy room,11,7
fireplace174.jpg,Black electric fireplace with vibrant flames.,black electric fireplace vibrant flames,6,5
fireplace175.jpg,Wood-burning fireplace in a rustic wooden setting.,wood-burning fireplace rustic wooden setting,7,5
fireplace176.jpg,"Outdoor fire pit with flames, surrounded by greenery and patio furniture.",outdoor fire pit flames surrounded greenery patio furniture,11,8
fireplace177.jpg,Warm fireplace with cozy living room ambiance.,warm fireplace cozy living room ambiance,7,6
fireplace178.jpg,Outdoor fire feature with autumn decor and greenery.,outdoor fire feature autumn decor greenery,8,6
fireplace179.jpg,"Stone fireplace with a warm, inviting ambiance.",stone fireplace warm inviting ambiance,7,5
fireplace180.jpg,Black ornate fireplace with a roaring fire inside.,black ornate fireplace roaring fire inside,8,6
fireplace181.jpg,Wood-burning fireplace in a patio setting.,wood-burning fireplace patio setting,6,4
fireplace182.jpg,Beige stone fireplace with a roaring fire inside.,beige stone fireplace roaring fire inside,8,6
fireplace183.jpg,Wooden deck with a lit stone fireplace and outdoor furniture.,wooden deck lit stone fireplace outdoor furniture,10,7
fireplace184.jpg,Outdoor pizza oven on a balcony overlooking a cityscape.,outdoor pizza oven balcony overlooking cityscape,9,6
fireplace185.jpg,"Outdoor stone fireplace with a warm, crackling fire.",outdoor stone fireplace warm crackling fire,8,6
fireplace186.jpg,"Outdoor fireplace with warm, inviting glow.",outdoor fireplace warm inviting glow,6,5
fireplace187.jpg,Electric fireplace burning on tiled floor.,electric fireplace burning tiled floor,6,5
fireplace188.jpg,"Fireplace in backyard poolside, surrounded by greenery.",fireplace backyard poolside surrounded greenery,7,5
fireplace189.jpg,"Outdoor stone fireplace with a warm, crackling fire.",outdoor stone fireplace warm crackling fire,8,6
fireplace190.jpg,Modern indoor fireplace with flames.,modern indoor fireplace flames,5,4
fireplace191.jpg,"White fireplace with a roaring fire, framed by cityscape and modern decor.",white fireplace roaring fire framed cityscape modern decor,12,8
fireplace192.jpg,Electric fireplace in a modern living room.,electric fireplace modern living room,7,5
fireplace193.jpg,"Modern fireplace with burning wood, surrounded by books and plants.",modern fireplace burning wood surrounded books plants,10,7
fireplace194.jpg,"Outdoor fireplace with flames, surrounded by greenery and furniture.",outdoor fireplace flames surrounded greenery furniture,9,6
fireplace195.jpg,"Wood-burning stove with a roaring fire, set against a neutral background.",wood-burning stove roaring fire set neutral background,11,7
fireplace196.jpg,"Stylish wood stove with roaring fire, set against a white background.",stylish wood stove roaring fire set white background,11,8
fireplace197.jpg,Wood-burning fireplace in a cozy room.,wood-burning fireplace cozy room,6,4
fireplace198.jpg,Outdoor cooking flame beside a modern building.,outdoor cooking flame beside modern building,7,6
fireplace199.jpg,"Outdoor fireplace with a warm, flickering fire, surrounded by stone and lanterns.",outdoor fireplace warm flickering fire surrounded stone lanterns,12,8
fireplace200.jpg,"Outdoor stone fireplace with a roaring fire, surrounded by lush greenery.",outdoor stone fireplace roaring fire surrounded lush greenery,11,8
