filename,phrase,meaningful_tokens,word_count,meaningful_token_count
0129_FL_FWW_00231.jpg,Firefighters battling a large fire in a commercial building.,firefighters large fire commercial building,9,5
0132_FL_FWW_00089.jpg,Fire in industrial setting with smoke and flames.,fire industrial smoke flames,8,4
0150_FL_FWW_00256.jpg,"Fire present, industrial setting, bright light illuminating debris.",fire present industrial bright light illuminating debris,8,7
0154_FL_FWW_00121.jpg,Explosion in industrial area with debris and containers.,explosion industrial area debris containers,8,5
0170_FL_FWW_00019.jpg,Flame on roof in wooded area.,flame roof wooded area,6,4
0170_FL_FWW_00059.jpg,Flame on roof near chimney in snowy outdoor area.,flame roof chimney snowy outdoor area,9,6
0170_FL_FWW_00348.jpg,"Flame on roof near chimney, surrounded by woodpile and debris.",flame roof chimney surrounded woodpile debris,10,6
0172_FL_FWW_00127.jpg,Fire in barn with smoke and snow nearby.,fire barn smoke snow nearby,8,5
0172_FL_FWW_00286.jpg,Explosion with smoke and debris in rural area.,explosion smoke debris rural area,8,5
0173_FL_FWW_00059.jpg,"Fire raging in a building, surrounded by firefighters and smoke.",fire raging building surrounded firefighters smoke,10,6
0173_FL_FWW_00312.jpg,Building on fire with flames and smoke.,building fire flames smoke,7,4
0199_FL_FWW_00334.jpg,"Fire in background, industrial area, vehicles present.",fire background industrial area vehicles present,7,6
0201_FL_FWW_00041.jpg,Fire in a confined space with firefighters.,fire confined space firefighters,7,4
0202_FL_FWW_00337.jpg,Fire in a confined area with firefighters.,fire confined area firefighters,7,4
0227_FL_FWW_00281.jpg,Wildfire in residential area with smoke and flames.,wildfire residential area smoke flames,8,5
0229_FL_FWW_00039.jpg,Smoke from a fire near green vegetation and a dirt path.,smoke fire green vegetation dirt path,11,6
0229_FL_FWW_00269.jpg,Wildfire burning near greenhouses and farm equipment.,wildfire burning greenhouses farm equipment,7,5
0250_FL_MS_00017.jpg,No fire present; nighttime street scene with illuminated signs and buildings.,fire present nighttime street scene illuminated signs buildings,11,8
0250_FL_MS_00051.jpg,No fire present; nighttime street scene with buildings and a cyclist.,fire present nighttime street scene buildings cyclist,11,7
0250_FL_MS_00084.jpg,"Fire present, small flames, street scene at night.",fire present small flames street scene night,8,7
0250_FL_MS_00110.jpg,"Fire on street, flames, urban environment.",fire street flames urban,6,4
0250_FL_MS_00121.jpg,"Fire on side of road at night, streetlights, parked cars, and a person walking.",fire side road night streetlights parked cars person walking,14,9
0250_FL_MS_00162.jpg,"Fire on side of street at night, flames and smoke.",fire side street night flames smoke,10,6
0250_FL_MS_00288.jpg,No fire present; nighttime street scene with parked cars and buildings.,fire present nighttime street scene parked cars buildings,11,8
0279_FL_FWW_00119.jpg,"Fire is present, it is an explosion, with a building and smoke in the surrounding environment.",fire present explosion building smoke surrounding,16,6
0279_FL_FWW_00225.jpg,Fire explosion in urban environment.,fire explosion urban,5,3
0279_FL_FWW_00359.jpg,Fire in smoke-filled environment with firefighters.,fire smoke-filled firefighters,6,3
0283_FL_FWW_00019.jpg,Building on fire at night with flames and smoke.,building fire night flames smoke,9,5
0283_FL_FWW_00139.jpg,Building on fire at night with smoke and flames.,building fire night smoke flames,9,5
0286_FL_FWW_00048.jpg,"Fire in a building, emergency response, night setting.",fire building emergency response night,8,5
0286_FL_FWW_00321.jpg,Firefighters battling a large fire at a commercial building at night.,firefighters large fire commercial building night,11,6
0287_FL_FWW_00252.jpg,Large fire burning in a residential area at night.,large fire burning residential area night,9,6
0288_FL_FWW_00011.jpg,Building on fire with flames and smoke at night.,building fire flames smoke night,9,5
0288_FL_FWW_00292.jpg,Building engulfed in intense flames at night.,building engulfed intense flames night,7,5
0303_FL_FWW_00262.jpg,Building on fire with flames and smoke.,building fire flames smoke,7,4
0305_FL_FWW_00322.jpg,Firefighters extinguishing a large fire in a warehouse.,firefighters extinguishing large fire warehouse,8,5
0328_FL_FWW_00025.jpg,Fire raging at night in residential area.,fire raging night residential area,7,5
0328_FL_FWW_00293.jpg,Building on fire at night with flames and smoke.,building fire night flames smoke,9,5
0329_FL_FWW_00029.jpg,Building on fire at night with flames and smoke.,building fire night flames smoke,9,5
0329_FL_FWW_00313.jpg,Building engulfed in intense flames at night.,building engulfed intense flames night,7,5
0331_FL_FWW_00018.jpg,Firefighters battling a large fire in a commercial building at night.,firefighters large fire commercial building night,11,6
0338_FL_FWW_00328.jpg,Firefighters battling a large industrial fire.,firefighters large industrial fire,6,4
0340_FL_FWW_00262.jpg,Firefighters battling a large industrial fire.,firefighters large industrial fire,6,4
0341_FL_FWW_00017.jpg,Fire in industrial area with firefighters.,fire industrial area firefighters,6,4
0342_FL_FWW_00237.jpg,Building engulfed in intense flames at night.,building engulfed intense flames night,7,5
0467_FL_ERBF_00001.jpg,Firefighters battling a controlled burn in a rural area.,firefighters controlled burn rural area,9,5
0660_FL_ERBF_00003.jpg,Building on fire at night with flames and smoke.,building fire night flames smoke,9,5
0913_FL_ERBF_00273.jpg,Building engulfed in intense flames and thick black smoke.,building engulfed intense flames thick black smoke,9,7
0914_FL_ERBF_00001.jpg,Building on fire with intense flames and thick smoke.,building fire intense flames thick smoke,9,6
0927_FL_ERBF_00188.jpg,Smoke emanating from a building in an industrial area.,smoke emanating building industrial area,9,5
1226_FL_ERBF_00002.jpg,"Fire near office desk, bright sunlight, office environment.",fire office desk bright sunlight office,8,6
1231_FL_ERBF_00018.jpg,Flame from a controlled fire in a controlled environment.,flame controlled fire controlled,9,4
1236_FL_ERBF_00016.jpg,Flame on desk in office environment.,flame desk office,6,3
1245_FL_ERBF_00005.jpg,Office fire with flames and smoke in a room.,office fire flames smoke room,9,5
1368_FL_OLMF_00002.jpg,"Flame inside a room, office setting.",flame inside room office,6,4
1496_FL_OLMF_00009.jpg,Flame in a studio setting.,flame studio,5,2
1941_FL_ERBF_00002.jpg,Explosion with flames and debris in a dark environment.,explosion flames debris dark,9,4
1945_FL_OLMF_00001.jpg,Fire on bed in cluttered room.,fire bed cluttered room,6,4
1961_FL_OLMF_00270.jpg,Flame near bed in room.,flame bed room,5,3
1976_FL_OLMF_00005.jpg,Flame near bed in room with furniture and fan.,flame bed room furniture fan,9,5
2005_FL_OLMF_00005.jpg,Explosion in office environment.,explosion office,4,2
2008_FL_OLMF_00020.jpg,Flame from a small fire in a dimly lit area.,flame small fire dimly lit area,10,6
2069_FL_ERBF_00006.jpg,Building on fire with flames and smoke.,building fire flames smoke,7,4
2668_FL_OLMF_00003.jpg,House on fire with firefighters battling flames.,house fire firefighters flames,7,4
2693_FL_OLMF_00002.jpg,Building on fire with flames and smoke.,building fire flames smoke,7,4
2726_FL_ERBF_00002.jpg,Building on fire with flames and smoke in an urban setting.,building fire flames smoke urban,11,5
2878_FL_ERBF_00002.jpg,Building engulfed in large flames and thick smoke.,building engulfed large flames thick smoke,8,6
3017_FL_MS_00003.jpg,Flame on clothing rack in a room with camera equipment.,flame clothing rack room camera equipment,10,6
3129_FL_OLMF_00002.jpg,Fire in city street at night with emergency response.,fire city street night emergency response,9,6
3131_FL_OLMF_00002.jpg,Building on fire at night with emergency response.,building fire night emergency response,8,5
3270_FL_ERBF_00002.jpg,Flame on floor in construction area with ladders and wooden planks.,flame floor construction area ladders wooden planks,11,7
3508_FL_ERBF_00007.jpg,Flame burning inside an electrical outlet.,flame burning inside electrical outlet,6,5
3508_FL_ERBF_00146.jpg,Flame burning inside an electrical outlet.,flame burning inside electrical outlet,6,5
3532_FL_ERBF_00003.jpg,Explosion with large fire and smoke in industrial area.,explosion large fire smoke industrial area,9,6
3940_FL_ERBF_00003.jpg,Building engulfed in large flames at night.,building engulfed large flames night,7,5
3995_FL_ERBF_00002.jpg,Container fire with flames and smoke in an outdoor setting.,container fire flames smoke outdoor,10,5
4054_FL_ERBF_00003.jpg,Flame on fire training dummy in industrial setting.,flame fire training dummy industrial,8,5
4411_FL_MS_00002.jpg,Flame and smoke from a large building fire in a market area.,flame smoke large building fire market area,12,7
4426_FL_MS_00001.jpg,Large fire with thick black smoke near waterfront buildings.,large fire thick black smoke waterfront buildings,9,7
